name,allegiance,government,primaryEconomy,secondaryEconomy,security,population,controllingFaction.name
Lyncis Sector EW-W c1-13,Independent,Feudal,Colony,Extraction,Low,6376,Marquis du Ma'a
Aramorans,Independent,Democracy,Agriculture,Industrial,High,2836449512,Fatal Shadows
Laklano,Independent,Democracy,Tourism,Agriculture,Low,279464,United Systems Commonwealth
Mi Hsien,Independent,Democracy,Industrial,Colony,Low,9333,United Systems Commonwealth
Col 285 Sector AH-K c9-13,Independent,Corporate,Extraction,Refinery,Low,444272,Manit PLC
Col 285 Sector EN-I c10-13,Independent,Corporate,Military,Refinery,Low,5572,Bente Incorporated
Pleiades Sector GW-W c1-13,Independent,Cooperative,Military,None,Medium,1200000,The Hive
Tedeinjuna,Independent,Theocracy,Terraforming,Industrial,Medium,6192924,Circle of TabEwon
Col 285 Sector PY-I c9-13,Empire,Corporate,Colony,Extraction,Low,768496,GridJumper Industries
Kamchadal,Independent,Cooperative,Industrial,Colony,Low,4147033,United Systems Cooperative
Naratones,Independent,Corporate,Terraforming,Industrial,Medium,690134519,Night Wolves Corporation
Baro,Independent,Cooperative,Industrial,Extraction,Medium,8140078,Amicale des Compagnons de l'Espace
Arietis Sector GW-W c1-13,Independent,Cooperative,Extraction,Military,Low,622326,Intergalactic Hitchhiker's Coalition
Loponnaruai,Independent,Communism,Extraction,None,Low,1391,Ministry of Re-Education
Gliese 4328,Independent,Confederacy,Extraction,Industrial,Low,63718,redback consortium
Narangga,Federation,Democracy,Industrial,None,Low,2084816,The Hosemen
Upan,Independent,Feudal,Extraction,High Tech,Medium,46205,The Dukes of Mikunn
Hareg,Independent,Theocracy,Military,Extraction,Medium,150724,House of the Rising CERN
Mopanekpen,Independent,Communism,Extraction,Agriculture,Low,43675,Nagii Union
Bellite,Independent,Communism,Refinery,Extraction,Medium,67973,Nagii Union
Wonorne Nu,Independent,Anarchy,Agriculture,Colony,Anarchy,1625612601,Brotherhood of Terra Mater
Col 285 Sector VF-E c12-13,Independent,Feudal,Military,Refinery,Low,99653,The Dukes of Mikunn
Hyades Sector DR-V c2-13,Independent,Democracy,Colony,None,Low,266,Sirius Inc
Astriang,Independent,Feudal,Refinery,Extraction,Low,101962,Astriang Domain
Maikoro,Independent,Corporate,Industrial,High Tech,Low,4969779,Loose Screws Network
Soma,Federation,Democracy,Colony,Refinery,Medium,264338,Independents of Soma
Epsilon Cygni,Independent,Democracy,Refinery,Industrial,High,16103012,Canadian Space Enterprise
Alrai Sector HR-W c1-13,Independent,Cooperative,Extraction,Extraction,Low,330400986,Bhavanates United
Kistsi,Federation,Confederacy,Industrial,Extraction,Medium,4516158,Kistsi Confederation
Col 285 Sector TK-E c12-13,Independent,Communism,Military,Colony,Medium,571731,Union Party of Bungk
LHS 3631,Federation,Corporate,Industrial,Refinery,High,5467190,LHS 3631 Network
Chaiya,Independent,Cooperative,Industrial,Extraction,Medium,13047182,The Buurian Protectorate
GCRV 65988,Independent,Cooperative,Colony,Refinery,Low,410218,The Buurian Protectorate
Kivas,Independent,Confederacy,Refinery,Extraction,Low,101697,Cosmic Independent Agency
Sawadbhakui,Independent,Feudal,Terraforming,Extraction,Low,204468,Marquis du Ma'a
Tauerritou,Alliance,Dictatorship,Extraction,Refinery,Medium,50014,Systems Alliance Sentinels
Balie,Alliance,Corporate,Industrial,Military,Low,2302672,Sap Core Legion
Puikis,Independent,Theocracy,Industrial,Refinery,High,14999379,Angelic Church of Messi
Koiri,Empire,Patronage,Terraforming,Refinery,Medium,336696,Koiri Patrons of Law
Huichis,Independent,Cooperative,Extraction,None,Low,2065,Uniting Huichis
Ibibio,Empire,Patronage,Extraction,Agriculture,Medium,15832,Black Rebellion Empire Wing
Arietis Sector JR-W c1-13,Independent,Democracy,Refinery,None,Low,342346,HIP 13173 Democrats
Pichch,Federation,Theocracy,Industrial,Extraction,Medium,4888605,The Order of the Shadow
Piliqui,Independent,Confederacy,Industrial,Agriculture,Low,6954858,Barbera Crew
Liu Anan,Independent,Cooperative,Terraforming,Industrial,Medium,7660268,The Emporium
Morioux,Federation,Corporate,Terraforming,Extraction,Low,154067,Erion Corp.
Orishala,Independent,Corporate,Refinery,Extraction,Medium,496510,Pan Galactic Mining Corp.
Jarni,Independent,Corporate,Industrial,Extraction,Low,12241,Pan Galactic Mining Corp.
Apurarai,Independent,Communism,Extraction,Military,Low,58533,Social Apurarai Worker's Party
HIP 16747,Federation,Corporate,Colony,Extraction,Medium,66764,Sirius Special Forces
Deyus,Independent,Democracy,Military,Industrial,Low,71116,G-CLAN
BD-22 5522,Empire,Feudal,Industrial,Military,Medium,105238,Aristocrats of Yawal
Limapa,Independent,Communism,High Tech,Refinery,Medium,5059065,Union of Kosche
Col 285 Sector WF-E c12-13,Independent,Communism,Extraction,Industrial,Low,12228,Workers of Manite Labour Union
Ulangin,Independent,Communism,Extraction,None,Low,2756,Nagii Union
Ross 332,Independent,Corporate,Industrial,Refinery,Medium,5221374,Armada
BD+55 570,Independent,Cooperative,Industrial,Refinery,High,8955350,Aseveljet
Alrai,Federation,Democracy,High Tech,Refinery,High,12801179,Blood Brothers from Alrai
LTT 18486,Federation,Corporate,Industrial,Refinery,Low,43187,LTT 18486 Jet Energy Company
Djambe,Independent,Communism,Industrial,Extraction,Medium,11060149,Union Party of Bungk
Kimir,Independent,Patronage,Extraction,None,Low,1408,CHIMERA
MCC 460,Independent,Patronage,Agriculture,Refinery,High,3665100116,CHIMERA
BD+87 118,Alliance,Democracy,Industrial,Extraction,Medium,9091046,Alliance Democratic Network
BD+23 3151,Independent,Democracy,Agriculture,Terraforming,High,3067569695,Pixel Bandits Security Force
Ongkampan,Federation,Corporate,Industrial,Agriculture,High,2279802462,GAT 2 Exchange
Vishtha,Independent,Communism,Agriculture,Tourism,Medium,1262476325,Citizen Party of Chireni
Tehuevik,Independent,Corporate,Terraforming,None,Medium,150930,CROSS Corp
Dharragense,Alliance,Democracy,Industrial,Extraction,Medium,17659683,Movement for Caraceni Future
HDS 1879,Alliance,Democracy,Industrial,Refinery,Medium,6446258,Alioth Independents
Vidavanta,Alliance,Corporate,Extraction,Agriculture,Low,22544,Razorback Astronautics
HIP 83747,Federation,Democracy,Colony,Refinery,Low,151685,Nukuru Free
Bagaita,Alliance,Corporate,High Tech,Extraction,Low,58179,Legacy Dynamics Corporation
GCRV 7300,Independent,Corporate,Industrial,Extraction,Medium,7305650,The Galactic Archive
Wodiaei,Alliance,Corporate,Refinery,Extraction,Medium,205491,Razorback Astronautics
Awarilo,Alliance,Corporate,Colony,Extraction,Low,174423,Razorback Astronautics
Jaburouri,Alliance,Democracy,Extraction,Agriculture,Low,28557,The Blue Brotherhood
Col 285 Sector ES-I c10-13,Independent,Anarchy,Colony,None,Anarchy,5010,The Stellar Remnants
Elycoco,Independent,Cooperative,Colony,Agriculture,Medium,188997,Senta a Pua
Hunchosgan,Empire,Patronage,Industrial,Extraction,High,8787099,Likedeeler of Michel
Apiaca,Independent,Cooperative,Extraction,Agriculture,Low,13781,The Winged Hussars
Chen Shapa,Independent,Theocracy,Extraction,Colony,Low,4777,Amanogawa Enlight
Clota,Independent,Cooperative,Extraction,Refinery,Medium,164732,The Winged Hussars
T Tie,Independent,Confederacy,Refinery,Military,Medium,684407,Ryder's Rangers
Quapani,Independent,Cooperative,Extraction,None,Medium,6301,The Winged Hussars
Jaarn,Independent,Cooperative,Refinery,Agriculture,Low,130047,The Winged Hussars
Feng Tanga,Empire,Patronage,High Tech,Refinery,High,8985258,Imperial Signal Corp
Lani,Independent,Dictatorship,Terraforming,Military,Medium,428383,Bureau of Lani Front
Priviatem,Empire,Patronage,High Tech,Refinery,Medium,4522406,Darkness of Space
HIP 117865,Independent,Cooperative,Agriculture,Industrial,High,10928344830,Celestial Light Brigade
Voltani,Empire,Patronage,High Tech,Extraction,Low,30763,King Gorgoth's Monarchy
Xionean,Independent,Cooperative,Industrial,High Tech,Medium,4405984,The Winged Hussars
Hun Pulan,Independent,Democracy,Industrial,Extraction,Medium,14076147,Simbad Regime
RST 1154,Empire,Patronage,Industrial,Refinery,High,15298149,Loren's Legion
LTT 9141,Independent,Corporate,Colony,Industrial,Medium,100918,SSL Interstellar PLC
Ts'ai Shai,Empire,Dictatorship,Industrial,High Tech,Medium,3964965,Imperial Corsairs
HIP 21946,Independent,Corporate,Extraction,Agriculture,Low,8147,Pilot Syndicate 4
HIP 20485,Independent,Corporate,Industrial,Extraction,High,54893950,Pilot Syndicate 4
LTT 11478,Independent,Democracy,Agriculture,Extraction,High,5886975243,Simbad Regime
Cairne,Independent,Cooperative,Refinery,Extraction,Medium,89994,Boop Brigade
LTT 9360,Federation,Confederacy,Industrial,High Tech,Low,2045427,Partnership of LTT 9315
Gladyangar,Empire,Patronage,Extraction,Refinery,Medium,2543764,The Dark Armada
Cigu,Independent,Communism,Extraction,None,Low,3194,People's Jen Nik Union Party
Hyades Sector FR-V c2-13,Independent,Cooperative,Colony,Terraforming,Low,535121,Independence Separatist Fleet
Tote,Independent,Democracy,High Tech,Refinery,Medium,15927631,Beasts of Bestia
Aldebaran,Independent,Democracy,Service,None,Medium,15000,EXO
Epsilon Eridani,Independent,Cooperative,Agriculture,Colony,Medium,80020906,Hutton Orbital Truckers Co-Operative
Rish,Federation,Democracy,Extraction,Refinery,Medium,229634,Revolutionary Party of Cebalrai
Teng De Di,Independent,Communism,Agriculture,Extraction,Low,97358,Citizen Party of Dumnon
Chang O,Independent,Cooperative,Colony,High Tech,Low,25065,Independence Separatist Fleet
Lyncis Sector JR-W c1-13,Independent,Confederacy,Colony,None,Low,41425,Privateer's Alliance
Lalande 17161,Federation,Corporate,Refinery,None,Low,26084,Meelov Commodities
Ishtar,Independent,Dictatorship,Extraction,Industrial,Low,8539,Civitas Dei
Ao Guang,Alliance,Corporate,Military,Industrial,Low,83924,Ao Guang Jet Comms Co
Brahma,Alliance,Corporate,Industrial,Extraction,Medium,15850909,Wolf 406 Transport & Co
LTT 14850,Independent,Corporate,High Tech,Refinery,Medium,12330213,Oblivion Fleet
Bresatese,Independent,Communism,Refinery,Extraction,Low,42195,Citizen Party of Chireni
BD+38 2037,Alliance,Corporate,Refinery,Extraction,Low,66126,Leviathan Shipyards Corps
G 176-29,Alliance,Democracy,High Tech,Industrial,Medium,105195,Alioth Independents
Wolf 412,Independent,Corporate,Agriculture,Extraction,Medium,284236,Dark Echo
LTT 14398,Alliance,Corporate,Military,Refinery,Medium,98766,Awawa Logistics
Lalande 29437,Independent,Corporate,Extraction,Refinery,Low,158214,Oblivion Fleet
Mehen,Federation,Democracy,Agriculture,Terraforming,Medium,650689927,Mehen Resistance
Kanooks,Independent,Patronage,Industrial,Extraction,Medium,10758320,LGC - Cartographers's Guild
Ngolingo,Federation,Democracy,Industrial,Colony,Low,4478716,Federal Fleet Marine Force
HIP 59776,Alliance,Confederacy,Agriculture,Military,Medium,974363162,The Patriarchs
HIP 63181,Alliance,Corporate,Refinery,Military,Medium,68302,HIP 63317 Jet Advanced Group
Muduma,Alliance,Corporate,Extraction,None,Low,1512,Razorback Astronautics
Karugbara,Alliance,Corporate,Extraction,None,Low,1349,Virudnir InterSolar Ltd
Mbegera,Independent,Corporate,Industrial,Colony,Medium,4268787,Skyline Monopoly
Shaplinouk,Independent,Corporate,Colony,Extraction,Medium,174610,Walkyria Order's
Tjupalar,Empire,Patronage,High Tech,Extraction,Low,9057,Black Rebellion Empire Wing
Chebaei,Independent,Theocracy,Extraction,Refinery,Medium,202587,Amanogawa Enlight
Mandjirbole,Empire,Patronage,Extraction,Colony,Low,16158,Jormungand Empire Group
Nai Shoro,Independent,Corporate,Industrial,Extraction,Low,40670,Galactic Rangers
Guan Wango,Independent,Cooperative,Agriculture,Terraforming,Medium,1070436797,The Winged Hussars
Huichu,Independent,Cooperative,Extraction,Refinery,Medium,169219,Freelancers Alliance
Tacajandi,Independent,Cooperative,Refinery,Extraction,Medium,117417,Misfit's of Science and Research
Mbutas,Empire,Patronage,Terraforming,Industrial,High,1493102755,Witou Guardians of Tradition
HIP 110797,Empire,Patronage,Military,High Tech,Medium,144562,HR 8352 Empire League
Sotho,Independent,Feudal,Agriculture,Extraction,Low,11333,The Kuun-Lan
Ovinn,Independent,Democracy,Refinery,High Tech,Medium,26061,Simbad Regime
LTT 1598,Independent,Anarchy,High Tech,Refinery,Anarchy,150408634,Eurybia Blue Mafia
CD-66 2585,Independent,Dictatorship,Industrial,Military,Medium,4165559,The Sovereign Justice Collective
Egeria,Independent,Patronage,Military,Refinery,Medium,190809,Leviathan Scout Regiment
Gluskapuru,Federation,Corporate,Agriculture,Extraction,Low,29163,Sirius Special Forces
Nandh,Federation,Corporate,Industrial,Refinery,High,10960390,Earth Defense Fleet
ER 8,Federation,Confederacy,High Tech,Refinery,Medium,89243,Union of ER 8 Alliance
Lisang,Federation,Corporate,Agriculture,Industrial,High,1530945612,Lisang Travel Solutions
Makum,Alliance,Democracy,Agriculture,Tourism,Medium,928709742,Flat Galaxy Society
Kaline,Independent,Corporate,Industrial,Extraction,High,13305750,Semper Idem Mining Corp
Aurora,Independent,Patronage,Agriculture,Industrial,High,897134540,Wayward Aviators Solar Praetorian
Eme,Independent,Corporate,Refinery,Industrial,High,4831211,DFST Trading
Cybele,Alliance,Corporate,Agriculture,Industrial,High,1159536755,Wolf 406 Transport & Co
Achali,Federation,Confederacy,Industrial,Military,Low,1058367,Independent Corisci Partnership
Ammaiamh,Federation,Democracy,Refinery,Extraction,Low,118324,Labour of Purubo
Shaminii,Independent,Democracy,High Tech,Extraction,Low,4586,Angui Progressive Party
Asellus Australis,Independent,Democracy,Extraction,Refinery,Low,320566,The Crimson Syndicate Party
Sedi,Alliance,Corporate,Industrial,Extraction,High,11466655,Excalibur Arms and Munitions
LTT 4376,Alliance,Corporate,Industrial,Refinery,High,10123723,Wolf 406 Transport & Co
Yudhriges,Independent,Corporate,Industrial,None,Medium,4790759,Dedalo Corp. Interstellar
Kanians,Independent,Corporate,Industrial,Agriculture,High,1808085176,Delta Squadron
Col 285 Sector QT-P c6-13,Alliance,Dictatorship,Refinery,Industrial,Low,61799,Natural Mehit Liberty Party
Seedi,Independent,Corporate,Refinery,None,Low,27271,Expanders Corp
Cambal,Alliance,Cooperative,Industrial,Extraction,Medium,5373141,Lost Collective
Izho,Independent,Corporate,Military,Extraction,Medium,57369,German Space Cruisers Inc.
Gallemi,Empire,Patronage,Industrial,Military,Medium,1747966,Salus Imperial Society
Gaarnakuruk,Independent,Theocracy,Agriculture,Extraction,Medium,19313,The Order of Orion
Namorovi,Independent,Democracy,Extraction,High Tech,Low,40391,Coalition of the Willing
Ollae,Independent,Dictatorship,Extraction,Agriculture,Low,31976,The Independent Light Wheel
Samas,Independent,Corporate,Military,Agriculture,Low,75302,Aces Wild Aerospace Corporation
Thari,Empire,Patronage,High Tech,Refinery,High,17901594,Coffin Dodgers Inc.
Quiate,Independent,Cooperative,Industrial,None,High,6951330,The Order of Mobius
Indrachit,Empire,Patronage,Agriculture,Refinery,Medium,711589653,Brazilian Empire Pilots
Bagaru,Independent,Cooperative,Refinery,Extraction,Medium,188037,Freelancers Alliance
Waribroci,Empire,Corporate,Industrial,Extraction,Low,25338,Waribroci State Holdings
Cao Tzu,Federation,Corporate,Agriculture,Military,Medium,8603,Steel Wolves Aegis Tactical
Pemepatung,Empire,Patronage,Extraction,Industrial,Medium,1883118,Tell's Wrath of Ugrivirii
HIP 20048,Empire,Corporate,Extraction,Industrial,Medium,2194062,House of Saga
Kokobii,Empire,Patronage,High Tech,Refinery,High,18478953,Kokobii Empire League
Sorbago,Empire,Corporate,Extraction,Industrial,Medium,3416018,Magnates of Cemiess
Mopaditis,Empire,Patronage,High Tech,Refinery,High,15344290,1st Galactic Line of Defence
Aditjari,Empire,Dictatorship,Industrial,Extraction,High,8260691,Arche Corporation
Cabrigenses,Independent,Confederacy,Agriculture,Extraction,Low,50358,Brazilian League of Pilots
Pentam,Independent,Confederacy,Refinery,Terraforming,Low,171713,Brazilian League of Pilots
Qawar,Empire,Patronage,Refinery,Extraction,Low,90081,Booty Bay Butchers
Lethe,Empire,Corporate,Extraction,High Tech,Low,80126,L.Y.S Corp.
Alano,Federation,Democracy,High Tech,Refinery,Medium,12057259,Values Party of Alano
Vadimo,Empire,Feudal,Refinery,Military,Medium,367856,13th Legion
Jen Tienses,Empire,Patronage,Refinery,Extraction,Medium,117108,HR 6565 Triad
Col 285 Sector ZF-E c12-13,Empire,Patronage,Industrial,Extraction,Low,11398,HIP 89285 Empire Assembly
Novgorod,Independent,Anarchy,Industrial,None,Anarchy,1259964,Explorers of the Anarchy
Aunochis,Federation,Corporate,High Tech,Industrial,Low,47208,Federal Liberal Command
Delta Muscae,Federation,Corporate,Agriculture,Industrial,High,2343759787,Delta Muscae Corporation
Maopi,Independent,Democracy,Agriculture,Industrial,High,5370622277,Fathers of Nontime
Sesui Redos,Independent,Cooperative,Industrial,Extraction,High,13141054,HIP 77310 United
Iceni,Independent,Corporate,Colony,Extraction,Low,12132,Scorpius Arms Syndicate
Hayikoku,Federation,Confederacy,Colony,Extraction,Low,48083,Rosco's Rum Running Rascals
Hun Wu,Federation,Corporate,Colony,Extraction,Low,37212,Knowledge Key System
Cenil,Federation,Corporate,Refinery,Extraction,Medium,94229,Olympus Trading Corp
LTT 4487,Federation,Corporate,Colony,Agriculture,Low,168608,Federal Reclamation Co
Riedquat,Federation,Corporate,Agriculture,Industrial,Medium,2000000000,Terra-EX Astro Corp
Armotai,Federation,Corporate,Extraction,None,Low,1995,Kui Xiani Purple Netcoms Network
