name,bodies.name,bodies.subType,bodies.spectralClass
HIP 54697,HIP 54697,M (Red dwarf) Star,M0
HIP 58945,HIP 58945,K (Yellow-Orange) Star,K5
Wolf 440,Wolf 440 A,G (White-Yellow) Star,G6
HIP 66987,HIP 66987,K (Yellow-Orange) Star,K3
Cagnir,Cagnir,K (Yellow-Orange) Star,K5
Potilla,Potilla,G (White-Yellow) Star,G9
Cocho,Cocho A,G (White-Yellow) Star,G8
Joku,Joku,K (Yellow-Orange) Star,K1
Kpon,Kpon,K (Yellow-Orange) Star,K7
Ogoni,Ogoni,M (Red dwarf) Star,M1
Madngela,Madngela,K (Yellow-Orange) Star,K0
Toresit,Toresit A,K (Yellow-Orange) Star,K6
Mironen,Mironen,K (Yellow-Orange) Star,K8
Hannheir,Hannheir,K (Yellow-Orange) Star,K7
Ayorun,Ayorun,G (White-Yellow) Star,G7
Kpelidoog,Kpelidoog A,K (Yellow-Orange) Star,K4
Bhumij,Bhumij,K (Yellow-Orange) Star,K2
Caspatsuria,Caspatsuria,K (Yellow-Orange) Star,K6
Xibalba,Xibalba,K (Yellow-Orange) Star,K2
Goudumo,Goudumo A,K (Yellow-Orange) Star,K2
CD-37 1883,CD-37 1883 A,K (Yellow-Orange) Star,K4
Lengthang,Lengthang,M (Red dwarf) Star,M0
Kuang,Kuang,K (Yellow-Orange) Star,K1
Njunga,Njunga A,K (Yellow-Orange) Star,K1
SAO 196806,SAO 196806,G (White-Yellow) Star,G8
LTT 2589,LTT 2589 A,K (Yellow-Orange) Star,K0
Hunapep,Hunapep,G (White-Yellow) Star,G9
Thrudevashu,Thrudevashu,T Tauri Star,TTS2
Hyades Sector HR-V c2-9,Hyades Sector HR-V c2-9 A,K (Yellow-Orange) Star,K7
Hyades Sector PD-S c4-9,Hyades Sector PD-S c4-9,K (Yellow-Orange) Star,K4
Ross 429,Ross 429 A,K (Yellow-Orange) Star,K5
LAWD 27,LAWD 27,White Dwarf (DQ) Star,null
Terminus,Terminus A,K (Yellow-Orange) Star,K6
Heikegani,Heikegani A,K (Yellow-Orange) Star,K3
Sentii,Sentii A,K (Yellow-Orange) Star,K0
HIP 35873,HIP 35873,K (Yellow-Orange) Star,K0
BD-16 2761,BD-16 2761 A,K (Yellow-Orange) Star,K2
CPD-23 501,CPD-23 501 A,K (Yellow-Orange) Star,K5
Larais,Larais,K (Yellow-Orange) Star,K3
Hydrae Sector NS-U c2-9,Hydrae Sector NS-U c2-9 A,M (Red dwarf) Star,M0
Simte,Simte,M (Red dwarf) Star,M1
MCC 613,MCC 613,M (Red dwarf) Star,M0
Pipera,Pipera A,K (Yellow-Orange) Star,K4
Uayeb,Uayeb,K (Yellow-Orange) Star,K3
Col 285 Sector PI-R c5-9,Col 285 Sector PI-R c5-9,K (Yellow-Orange) Star,K4
Bugulmara,Bugulmara A,K (Yellow-Orange) Star,K6
Mumba,Mumba A,K (Yellow-Orange) Star,K5
Varpas,Varpas,K (Yellow-Orange) Star,K8
Prajan,Prajan,K (Yellow-Orange) Star,K5
Lie Zhonpon,Lie Zhonpon,K (Yellow-Orange) Star,K3
Bajito,Bajito A,G (White-Yellow) Star,G7
Mawula,Mawula A,G (White-Yellow) Star,G7
Ladagao,Ladagao,K (Yellow-Orange) Star,K4
Ardin,Ardin A,T Tauri Star,TTS2
Sawar,Sawar,K (Yellow-Orange) Star,K8
Astrimui,Astrimui,K (Yellow-Orange) Star,K6
Bragande,Bragande,M (Red dwarf) Star,M1
HIP 118061,HIP 118061 A,K (Yellow-Orange) Star,K5
Tojo,Tojo A,T Tauri Star,TTS5
Tete,Tete A,G (White-Yellow) Star,G4
Mbaza,Mbaza,K (Yellow-Orange) Star,K8
Djiratians,Djiratians A,K (Yellow-Orange) Star,K6
Arakandza,Arakandza A,K (Yellow-Orange) Star,K6
Popongo,Popongo A,K (Yellow-Orange) Star,K3
Pitjari,Pitjari A,K (Yellow-Orange) Star,K5
Njangamarda,Njangamarda,K (Yellow-Orange) Star,K1
Achreni,Achreni,K (Yellow-Orange) Star,K2
Caledo,Caledo A,K (Yellow-Orange) Star,K9
Nyamwere,Nyamwere A,K (Yellow-Orange) Star,K9
Cileut,Cileut,K (Yellow-Orange) Star,K1
NLTT 19375,NLTT 19375,K (Yellow-Orange) Star,K8
Yum Kachan,Yum Kachan A,M (Red dwarf) Star,M1
Lanciansene,Lanciansene,K (Yellow-Orange) Star,K0
SAO 221526,SAO 221526,K (Yellow-Orange) Star,K1
Ju Shakhe,Ju Shakhe,M (Red dwarf) Star,M0
Bagalatuba,Bagalatuba,K (Yellow-Orange) Star,K1
Caru,Caru A,G (White-Yellow) Star,G4
Tjupa,Tjupa,K (Yellow-Orange) Star,K2
HIP 43310,HIP 43310 A,K (Yellow-Orange) Star,K4
Sala,Sala A,G (White-Yellow) Star,G8
Hlocamentii,Hlocamentii A,K (Yellow-Orange) Star,K4
Lakuxi,Lakuxi,K (Yellow-Orange) Star,K4
Ross 437,Ross 437 A,K (Yellow-Orange) Star,K1
HIP 50805,HIP 50805 A,G (White-Yellow) Star,G8
Wakans,Wakans A,K (Yellow-Orange) Star,K6
Xmucanoe,Xmucanoe A,K (Yellow-Orange) Star,K9
Haren,Haren,K (Yellow-Orange) Star,K1
Sheng Norns,Sheng Norns A,K (Yellow-Orange) Star,K7
Aracenth,Aracenth A,K (Yellow-Orange) Star,K5
Pindjeri,Pindjeri,K (Yellow-Orange) Star,K6
Huang Gun,Huang Gun,M (Red dwarf) Star,M0
Kartamoan,Kartamoan A,K (Yellow-Orange) Star,K3
Kuparilda,Kuparilda A,G (White-Yellow) Star,G8
Lepchana,Lepchana A,K (Yellow-Orange) Star,K2
Bena Luluwa,Bena Luluwa A,G (White-Yellow) Star,G6
Diaba,Diaba,K (Yellow-Orange) Star,K2
Jen Kunguru,Jen Kunguru,K (Yellow-Orange) Star,K8
Col 285 Sector LH-L c8-9,Col 285 Sector LH-L c8-9 A,K (Yellow-Orange) Star,K0
Na Zha,Na Zha,M (Red dwarf) Star,M0
Monosus,Monosus A,M (Red dwarf) Star,M0
Kitani,Kitani A,K (Yellow-Orange) Star,K3
Khwal,Khwal A,M (Red dwarf) Star,M0
Antliae Sector HR-W c1-9,Antliae Sector HR-W c1-9,K (Yellow-Orange) Star,K5
Hou Chema,Hou Chema,K (Yellow-Orange) Star,K6
Sanuma,Sanuma,G (White-Yellow) Star,G4
Luch,Luch A,G (White-Yellow) Star,G4
Haki,Haki,K (Yellow-Orange) Star,K3
Yuanjia,Yuanjia A,G (White-Yellow) Star,G8
Pegasi Sector BQ-Y d75,Pegasi Sector BQ-Y d75,K (Yellow-Orange) Star,K3
Oduduni,Oduduni A,K (Yellow-Orange) Star,K7
Matucanth,Matucanth A,F (White) Star,F1
Col 285 Sector PY-R d4-75,Col 285 Sector PY-R d4-75,G (White-Yellow) Star,G2
Mechtan,Mechtan,G (White-Yellow) Star,G3
Bare,Bare,K (Yellow-Orange) Star,K3
HIP 22566,HIP 22566 A,F (White) Star,F8
29 Arietis,29 Arietis A,G (White-Yellow) Star,G0
Iota Piscium,Iota Piscium A,F (White) Star,F7
Ibishia,Ibishia,G (White-Yellow) Star,G1
Du Shama,Du Shama,M (Red dwarf) Star,M0
62 Ursae Majoris,62 Ursae Majoris A,F (White) Star,F4
Guragwe,Guragwe A,K (Yellow-Orange) Star,K3
Badbh,Badbh,M (Red dwarf) Star,M8
Ogones,Ogones,F (White) Star,F7
Ngomangatio,Ngomangatio,G (White-Yellow) Star,G7
Bolonii,Bolonii,F (White) Star,F8
Gliese 9029,Gliese 9029 A,F (White) Star,F9
Kungkalis,Kungkalis,K (Yellow-Orange) Star,K9
Chnumandr,Chnumandr A,F (White) Star,F3
CD-87 103,CD-87 103 A,G (White-Yellow) Star,G6
HIP 103620,HIP 103620 A,K (Yellow-Orange) Star,K0
Oserktomen,Oserktomen A,F (White) Star,F5
Grendel,Grendel,G (White-Yellow) Star,G0
LAWD 26,Gliese 293 B,Wolf-Rayet Star,W5
LTT 5954,LTT 5954 A,G (White-Yellow) Star,G4
Hachimr,Hachimr A,K (Yellow-Orange) Star,K5
Lemastshi,Lemastshi,G (White-Yellow) Star,G9
HIP 19758,HIP 19758,F (White) Star,F8
HIP 16959,HIP 16959 A,F (White) Star,F3
Bhatas,Bhatas A,F (White) Star,F8
HIP 87638,HIP 87638,G (White-Yellow) Star,G2
LTT 4262,LTT 4262 A,G (White-Yellow) Star,G0
Maolang,Maolang,K (Yellow-Orange) Star,K1
Muthnir,Muthnir,F (White) Star,F7
Col 285 Sector OY-R d4-76,Col 285 Sector OY-R d4-76 A,F (White) Star,F9
Atahingar,Atahingar,G (White-Yellow) Star,G3
Dhanka,Dhanka A,K (Yellow-Orange) Star,K5
Ticushpakhi,Ticushpakhi A,G (White-Yellow) Star,G3
Assiniguaye,Assiniguaye,K (Yellow-Orange) Star,K7
Cupis,Cupis,F (White) Star,F6
Hyades Sector LX-U d2-76,Hyades Sector LX-U d2-76 A,K (Yellow-Orange) Star,K5
Ngola,Ngola A,G (White-Yellow) Star,G9
Kisinga,Kisinga,F (White) Star,F7
79 Ceti,79 Ceti,G (White-Yellow) Star,G8
Arm,Arm,A (Blue-White) Star,A3
Catun,Catun,F (White) Star,F0
LHS 1446,LHS 1446,White Dwarf (DAZ) Star,null
17 Cygni,17 Cygni,F (White) Star,F5
Shamatana,Shamatana,K (Yellow-Orange) Star,K6
HIP 59180,HIP 59180 A,F (White) Star,F9
Moyopa,Moyopa,G (White-Yellow) Star,G6
Chaitany,Chaitany,F (White) Star,F7
Tjialim,Tjialim,M (Red dwarf) Star,M1
Denka,Denka A,F (White) Star,F7
HIP 112908,HIP 112908 A,K (Yellow-Orange) Star,K2
Shongastyak,Shongastyak A,F (White) Star,F6
Nu Indi,Nu Indi A,G (White-Yellow) Star,G9
CD-55 8747,CD-55 8747 A,G (White-Yellow) Star,G5
L 190-21,L 190-21 A,F (White) Star,F3
Sveit,Sveit A,G (White-Yellow) Star,G0
Atat,Atat A,F (White) Star,F9
Pyemsitoq,Pyemsitoq A,F (White) Star,F7
Anotchadiae,Anotchadiae,G (White-Yellow) Star,G8
Col 285 Sector XP-O d6-76,Col 285 Sector XP-O d6-76 A,F (White) Star,F9
Volupana,Volupana A,F (White) Star,F9
HIP 20109,HIP 20109,F (White) Star,F7
HIP 17486,HIP 17486 A,G (White-Yellow) Star,G0
HIP 93889,HIP 93889,G (White-Yellow) Star,G5
LTT 4385,LTT 4385 A,K (Yellow-Orange) Star,K1
HIP 68162,HIP 68162,G (White-Yellow) Star,G2
Antliae Sector CL-Y d76,Antliae Sector CL-Y d76,F (White) Star,F9
Acani,Acani,G (White-Yellow) Star,G1
Birreti,Birreti A,K (Yellow-Orange) Star,K0
Ninans,Ninans A,A (Blue-White) Star,A9
Eubuju,Eubuju A,K (Yellow-Orange) Star,K0
Aningan,Aningan,G (White-Yellow) Star,G4
Heike,Heike,K (Yellow-Orange) Star,K2
Volcay,Volcay,F (White) Star,F2
Bratio,Bratio A,G (White-Yellow) Star,G8
Aonghus,Aonghus,G (White-Yellow) Star,G3
HIP 23027,HIP 23027 A,G (White-Yellow) Star,G5
31 Arietis,31 Arietis,F (White) Star,F7
Nyx,Nyx A,G (White-Yellow) Star,G5
LTT 8419,LTT 8419 A,G (White-Yellow) Star,G6
Hima,Hima,A (Blue-White) Star,A8
Ninmah,Ninmah,G (White-Yellow) Star,G5
Fusang,Fusang,K (Yellow-Orange) Star,K3
Tiris,Tiris,K (Yellow-Orange) Star,K3
Tacae,Tacae,K (Yellow-Orange) Star,K8
Col 285 Sector WP-O d6-77,Col 285 Sector WP-O d6-77 A,F (White) Star,F8
Cigua,Cigua A,K (Yellow-Orange) Star,K1
Cayu,Cayu,L (Brown dwarf) Star,L5
Jagai,Jagai,F (White) Star,F7
Bang,Bang,G (White-Yellow) Star,G9
Tau-2 Gruis A,Tau-2 Gruis A,F (White) Star,F6
Ixilak,Ixilak,F (White) Star,F7
Aweti,Aweti A,F (White) Star,F6
Balampaso,Balampaso A,F (White) Star,F8
HR 8526,HR 8526 A,G (White-Yellow) Star,G3
HIP 107806,HIP 107806 A,G (White-Yellow) Star,G6
1 Hydrae,1 Hydrae,F (White) Star,F6
LTT 4428,LTT 4428 A,G (White-Yellow) Star,G5
Bilonesses,Bilonesses A,G (White-Yellow) Star,G5
Kokara,Kokara A,M (Red dwarf) Star,M9
Juparoin,Juparoin,G (White-Yellow) Star,G2
Zhang Sheng,Zhang Sheng A,G (White-Yellow) Star,G1
HIP 20385,HIP 20385,F (White) Star,F5
Zhao,Zhao,F (White) Star,F5
Valmiki,Valmiki A,M (Red dwarf) Star,M3
Col 285 Sector QN-T d3-77,Col 285 Sector QN-T d3-77 A,F (White) Star,F3
Gero Kiaku,Gero Kiaku A,K (Yellow-Orange) Star,K1
Bolon Tzu,Bolon Tzu,L (Brown dwarf) Star,L6
HIP 69012,HIP 69012 A,G (White-Yellow) Star,G3
Caret Werek,Caret Werek,F (White) Star,F8
Coelachi,Coelachi,A (Blue-White) Star,A9
Randgnid,Randgnid,A (Blue-White) Star,A9
Almagest,Almagest,G (White-Yellow) Star,G5
Adlivun,Adlivun,F (White) Star,F1
Silintae,Silintae,M (Red dwarf) Star,M5
Col 285 Sector KS-T d3-78,Col 285 Sector KS-T d3-78 A,M (Red dwarf) Star,M9
Pokoto,Pokoto A,G (White-Yellow) Star,G1
Kan Guru,Kan Guru,K (Yellow-Orange) Star,K7
Arabha,Arabha,K (Yellow-Orange) Star,K1
Eithure,Eithure,G (White-Yellow) Star,G4
Nyorensei,Nyorensei A,K (Yellow-Orange) Star,K1
Bhottada,Bhottada,K (Yellow-Orange) Star,K0
Angrbole,Angrbole,F (White) Star,F9
Glusargiz,Glusargiz A,G (White-Yellow) Star,G0
HIP 105156,HIP 105156 A,G (White-Yellow) Star,G3
Kunuvii,Kunuvii,F (White) Star,F5
Susanoo,Susanoo,G (White-Yellow) Star,G5
Maheou Ti,Maheou Ti,F (White) Star,F6
Lyncis Sector DL-Y d78,Lyncis Sector DL-Y d78 A,F (White) Star,F5
7 Canum Venaticorum,7 Canum Venaticorum A,F (White) Star,F8
Agathiar,Agathiar A,G (White-Yellow) Star,G2
Pach Kach,Pach Kach,G (White-Yellow) Star,G4
Quivira,Quivira A,G (White-Yellow) Star,G5
Pimari,Pimari,M (Red dwarf) Star,M0
Atfero,Atfero A,G (White-Yellow) Star,G1
LTT 8190,LTT 8190 A,White Dwarf (DA) Star,null
Osuntii,Osuntii A,F (White) Star,F9
Lei Jing,Lei Jing A,G (White-Yellow) Star,G0
Zeta Lupi,Zeta Lupi A,G (White-Yellow) Star,G7
Warwad,Warwad A,F (White) Star,F4
Kumbaya,Kumbaya A,G (White-Yellow) Star,G1
Tharu,Tharu A,F (White) Star,F5
Synuefe GU-D d13-78,Synuefe GU-D d13-78 A,F (White) Star,F4
HIP 20606,HIP 20606,G (White-Yellow) Star,G5
Heryshaf,Heryshaf A,G (White-Yellow) Star,G0
Pardan,Pardan,K (Yellow-Orange) Star,K4
Machola,Machola A,F (White) Star,F8
Venexo,Venexo A,G (White-Yellow) Star,G3
Sireo,Sireo,F (White) Star,F4
Antliae Sector EG-Y d78,Antliae Sector EG-Y d78 A,G (White-Yellow) Star,G0
Ginnari,Ginnari,K (Yellow-Orange) Star,K9
Col 285 Sector XU-P d5-79,Col 285 Sector XU-P d5-79,M (Red dwarf) Star,M2
Arietis Sector DL-Y d79,Arietis Sector DL-Y d79,M (Red dwarf) Star,M6
Elusughna,Elusughna,T Tauri Star,TTS5
Alici,Alici,F (White) Star,F8
Bendi,Bendi A,F (White) Star,F6
Odudusekui,Odudusekui A,F (White) Star,F6
Desuanta,Desuanta,K (Yellow-Orange) Star,K1
Picuni,Picuni,G (White-Yellow) Star,G1
Nimboja,Nimboja A,F (White) Star,F6
HIP 14886,HIP 14886,F (White) Star,F9
LP 638-58,LP 638-58,White Dwarf (DA) Star,null
Senones,Senones,F (White) Star,F5
Chandra,Chandra A,G (White-Yellow) Star,G0
Masaai,Masaai,G (White-Yellow) Star,G7
Crataru,Crataru,F (White) Star,F5
HIP 62175,HIP 62175,G (White-Yellow) Star,G5
Tarbi,Wregoe CT-N b34-4,M (Red dwarf) Star,M6
Tarbi,Tarbi A,G (White-Yellow) Star,G2
Rangda,Rangda A,G (White-Yellow) Star,G4
Fo Hi,Fo Hi A,F (White) Star,F3
Mbayame,Mbayame,F (White) Star,F4
HIP 113454,HIP 113454,G (White-Yellow) Star,G3
Thatkwa,Thatkwa A,F (White) Star,F8
Opet,Opet,F (White) Star,F6
Anmaia,Anmaia,F (White) Star,F5
Nkan,Nkan,G (White-Yellow) Star,G7
Rang Wang,Rang Wang,F (White) Star,F2
Amahine,Amahine,F (White) Star,F1
Cocornsa,Cocornsa,K (Yellow-Orange) Star,K4
Kamcabi,Kamcabi A,K (Yellow-Orange) Star,K4
Cerrodi,Cerrodi,K (Yellow-Orange) Star,K4
HIP 23157,HIP 23157,G (White-Yellow) Star,G5
Kwin,Kwin,G (White-Yellow) Star,G2
Grovicele,Grovicele,A (Blue-White) Star,A8
Ingui,Ingui A,G (White-Yellow) Star,G1
Alberta,Alberta,M (Red dwarf) Star,M4
Tenjin,Tenjin,M (Red dwarf) Star,M7
Far Tauri,Far Tauri,K (Yellow-Orange) Star,K9
Col 285 Sector XU-P d5-80,Col 285 Sector XU-P d5-80 A,K (Yellow-Orange) Star,K2
Oxlaha,Oxlaha,G (White-Yellow) Star,G0
Jormor,Jormor,K (Yellow-Orange) Star,K2
Gcirisci,Gcirisci,F (White) Star,F4
Patha,Patha,K (Yellow-Orange) Star,K4
Bamarakw,Bamarakw A,F (White) Star,F9
Fandh,Fandh A,G (White-Yellow) Star,G3
Epsilon Ceti,Epsilon Ceti,F (White) Star,F4
Khowa,Khowa,K (Yellow-Orange) Star,K8
Nukam,Nukam,F (White) Star,F6
HR 4934,HR 4934,F (White) Star,F5
Kannicas,Kannicas A,M (Red dwarf) Star,M0
Ngurui,Ngurui,K (Yellow-Orange) Star,K7
Urcia,Urcia,G (White-Yellow) Star,G5
HR 8793,HR 8793 A,F (White) Star,F5
LHS 145,LHS 145 A,White Dwarf (DA) Star,null
Sippidi,Sippidi A,G (White-Yellow) Star,G3
SPOCS 399,SPOCS 399,G (White-Yellow) Star,G1
HR 5663,HR 5663 A,A (Blue-White) Star,A2
Kuwembe,Kuwembe A,A (Blue-White) Star,A9
Zaras,Zaras A,M (Red dwarf) Star,M5
Tai Shen,Tai Shen A,G (White-Yellow) Star,G3
Shorodo,Shorodo A,G (White-Yellow) Star,G6
HIP 22500,HIP 22500,F (White) Star,F6
Cenu Ku,Cenu Ku,F (White) Star,F9
Toyopa,Toyopa A,K (Yellow-Orange) Star,K2
Dzivaruba,Dzivaruba,K (Yellow-Orange) Star,K5
Ochosag,Ochosag,F (White) Star,F9
Antliae Sector EG-Y d80,Antliae Sector EG-Y d80 A,F (White) Star,F4
Hydrae Sector ZE-A d80,Hydrae Sector ZE-A d80,K (Yellow-Orange) Star,K4
La Thixo,La Thixo,G (White-Yellow) Star,G6
Col 285 Sector IX-T d3-81,Col 285 Sector IX-T d3-81,F (White) Star,F9
Herfjoturr,Herfjoturr A,K (Yellow-Orange) Star,K7
Osismii,Osismii,G (White-Yellow) Star,G2
Obamboro,Obamboro,F (White) Star,F9
Yebatayu,Yebatayu,M (Red dwarf) Star,M5
Durok,Durok,T Tauri Star,TTS5
Nu Wanga,Nu Wanga A,G (White-Yellow) Star,G2
Col 285 Sector PY-R d4-81,Col 285 Sector PY-R d4-81 A,G (White-Yellow) Star,G6
Xamen Ek,Xamen Ek A,F (White) Star,F4
Ostyas,Ostyas,F (White) Star,F4
Malaku,Malaku A,K (Yellow-Orange) Star,K8
Col 285 Sector RJ-Q d5-81,Col 285 Sector RJ-Q d5-81 A,F (White) Star,F1
Lahau,Lahau A,T Tauri Star,TTS2
HIP 15304,HIP 15304,F (White) Star,F9
84 Ceti,84 Ceti,F (White) Star,F7
GD 1192,GD 1192,A (Blue-White) Star,A3
Paemalites,Paemalites,F (White) Star,F5
Conven,Conven,G (White-Yellow) Star,G4
Lalande 38451,Lalande 38451 A,G (White-Yellow) Star,G2
Corngaranga,Corngaranga A,F (White) Star,F4
Jurunmi,Jurunmi,F (White) Star,F9
Garrinbatz,Garrinbatz A,F (White) Star,F9
HIP 114269,HIP 114269,G (White-Yellow) Star,G3
Lexovits,Lexovits A,F (White) Star,F3
Un No Myoin,Un No Myoin,G (White-Yellow) Star,G8
LTT 12294,LTT 12294 A,G (White-Yellow) Star,G8
LTT 6131,LTT 6131,G (White-Yellow) Star,G8
Malarni,Malarni,A (Blue-White) Star,A9
Irukami,Irukami,F (White) Star,F7
Hydrae Sector CL-Y d81,Hydrae Sector CL-Y d81 A,F (White) Star,F2
Aruaycuru,Aruaycuru,G (White-Yellow) Star,G8
Apotanites,Apotanites,F (White) Star,F1
Dhrites,Dhrites,M (Red dwarf) Star,M2
Daini,Daini A,F (White) Star,F2
Yemar,Yemar,K (Yellow-Orange) Star,K9
HIP 69799,HIP 69799,F (White) Star,F2
Kuwemarai,Kuwemarai A,F (White) Star,F7
Zende,Zende A,F (White) Star,F9
Dubbuennel,Dubbuennel,K (Yellow-Orange) Star,K3
Col 285 Sector KS-T d3-82,Col 285 Sector KS-T d3-82,A (Blue-White) Star,A9
Wu Jiu,Wu Jiu,G (White-Yellow) Star,G7
Gilyan,Gilyan,F (White) Star,F9
Col 285 Sector TO-R d4-82,Col 285 Sector TO-R d4-82,M (Red dwarf) Star,M7
Lactora,Lactora,K (Yellow-Orange) Star,K3
Isla,Isla,K (Yellow-Orange) Star,K0
Binjanha,Binjanha A,G (White-Yellow) Star,G7
Venetic,Venetic A,G (White-Yellow) Star,G0
Misao Jun,Misao Jun A,K (Yellow-Orange) Star,K1
Judumlia,Judumlia,F (White) Star,F9
Warundecab,Warundecab,F (White) Star,F6
HIP 15609,HIP 15609,K (Yellow-Orange) Star,K0
87 Mu Ceti,87 Mu Ceti,A (Blue-White) Star,A9
Pellang,Pellang,F (White) Star,F7
Sint Hozho,Sint Hozho A,G (White-Yellow) Star,G1
Gilgamesh,Gilgamesh,G (White-Yellow) Star,G1
Jaakari,Jaakari,G (White-Yellow) Star,G3
Capoya,Capoya,K (Yellow-Orange) Star,K7
Hyades Sector IR-W d1-82,Hyades Sector IR-W d1-82,G (White-Yellow) Star,G4
Ithelki,Ithelki A,G (White-Yellow) Star,G6
Aymifa,Aymifa,G (White-Yellow) Star,G9
LTT 9472,LTT 9472,G (White-Yellow) Star,G1
Ualaallung,Ualaallung A,G (White-Yellow) Star,G6
Beta-3 Tucani,Beta-3 Tucani,A (Blue-White) Star,A0
Amemasa,Amemasa,K (Yellow-Orange) Star,K3
Akarn,Akarn,G (White-Yellow) Star,G8
Guatae,Guatae,F (White) Star,F0
Arikudiil,Arikudiil,F (White) Star,F5
HIP 24912,HIP 24912 A,G (White-Yellow) Star,G0
Penapasoak,Penapasoak,G (White-Yellow) Star,G2
Muduwa,Muduwa A,F (White) Star,F8
Ahaudhr,Ahaudhr,L (Brown dwarf) Star,L1
Teppati,Teppati,F (White) Star,F0
Kisir,Kisir A,F (White) Star,F9
Gamahine,Gamahine,G (White-Yellow) Star,G4
Antliae Sector CL-Y d82,Antliae Sector CL-Y d82 A,F (White) Star,F5
Borme,Borme,G (White-Yellow) Star,G3
Yawalapiti,Yawalapiti A,T Tauri Star,TTS5
Col 285 Sector BB-O c6-10,Col 285 Sector BB-O c6-10,K (Yellow-Orange) Star,K1
Hraeango,Hraeango A,T Tauri Star,TTS4
Anotand,Anotand,K (Yellow-Orange) Star,K8
Kokojelatia,Kokojelatia,K (Yellow-Orange) Star,K0
Mannovalo,Mannovalo,K (Yellow-Orange) Star,K1
Ekur,Ekur A,K (Yellow-Orange) Star,K5
Col 285 Sector QZ-F c11-10,Col 285 Sector QZ-F c11-10,G (White-Yellow) Star,G6
Col 285 Sector QT-Q c5-10,Col 285 Sector QT-Q c5-10,K (Yellow-Orange) Star,K3
Col 285 Sector UZ-O c6-10,Col 285 Sector UZ-O c6-10 A,K (Yellow-Orange) Star,K9
Lamgang,Lamgang,K (Yellow-Orange) Star,K5
Taosha,Taosha,K (Yellow-Orange) Star,K3
Nan Cruagsa,Nan Cruagsa,M (Red dwarf) Star,M0
Col 285 Sector ID-I c10-10,Col 285 Sector ID-I c10-10 A,K (Yellow-Orange) Star,K8
Bactrimpox,Bactrimpox A,K (Yellow-Orange) Star,K8
Ammapa,Ammapa,K (Yellow-Orange) Star,K8
Jitabos,Jitabos,K (Yellow-Orange) Star,K8
Etamin,Etamin A,K (Yellow-Orange giant) Star,K5
Cismontani,Cismontani A,K (Yellow-Orange) Star,K9
Jin Sho Bao,Jin Sho Bao A,T Tauri Star,TTS5
Yemai,Yemai,G (White-Yellow) Star,G5
Sanopijcha,Sanopijcha A,K (Yellow-Orange) Star,K6
HIP 117960,HIP 117960,K (Yellow-Orange giant) Star,K1
Thrimpo,Thrimpo,K (Yellow-Orange) Star,K2
Kaiablingah,Kaiablingah A,K (Yellow-Orange) Star,K7
Gandu,Gandu,K (Yellow-Orange) Star,K1
Oleles,Oleles,K (Yellow-Orange) Star,K5
HIP 1055,HIP 1055 A,M (Red dwarf) Star,M0
Wolf 1341,Wolf 1341,K (Yellow-Orange) Star,K3
Setetynas,Setetynas,K (Yellow-Orange) Star,K8
Yuracani,Yuracani,M (Red dwarf) Star,M0
Tongaitra,Tongaitra A,K (Yellow-Orange) Star,K3
Acants,Acants A,K (Yellow-Orange) Star,K1
LTT 16910,LTT 16910,K (Yellow-Orange) Star,K2
Hsie,Hsie A,G (White-Yellow) Star,G5
Airman Di,Airman Di A,K (Yellow-Orange) Star,K3
Anezgan,Anezgan A,K (Yellow-Orange) Star,K5
V740 Cassiopeiae,V740 Cassiopeiae A,G (White-Yellow) Star,G5
BD+49 3937,BD+49 3937,K (Yellow-Orange) Star,K0
27 b1 Cygni,27 b1 Cygni,K (Yellow-Orange giant) Star,K0
Khong Shi,Khong Shi,T Tauri Star,TTS1
Evergreen,Evergreen A,G (White-Yellow) Star,G0
Chang Shor,Chang Shor,K (Yellow-Orange) Star,K3
Jaadwadlia,Jaadwadlia,G (White-Yellow) Star,G7
Jatana,Jatana,K (Yellow-Orange) Star,K5
Lugul,Lugul,M (Red dwarf) Star,M1
LP 101-377,LP 101-377 A,K (Yellow-Orange) Star,K4
HIP 84520,HIP 84520,G (White-Yellow) Star,G5
Katosus,Katosus,T Tauri Star,TTS2
Tawega,Tawega A,G (White-Yellow) Star,G6
Toli Medeta,Toli Medeta,K (Yellow-Orange) Star,K3
Elycochos,Elycochos,M (Red dwarf) Star,M1
Paesi,Paesi,K (Yellow-Orange) Star,K1
Taexalis,Taexalis A,G (White-Yellow) Star,G7
Atria Bao,Atria Bao,K (Yellow-Orange) Star,K4
Wolf 109,Wolf 109 A,K (Yellow-Orange) Star,K7
Bamani,Bamani A,G (White-Yellow) Star,G4
Ngarkin,Ngarkin,K (Yellow-Orange) Star,K4
Vishnaya,Vishnaya A,M (Red dwarf) Star,M0
Alanaribri,Alanaribri,M (Red dwarf) Star,M0
BD+23 204,BD+23 204,G (White-Yellow) Star,G0
BD+05 5244,BD+05 5244,K (Yellow-Orange) Star,K4
Gan,Gan,K (Yellow-Orange) Star,K2
BD-17 6172,Changgu,M (Red dwarf) Star,M9
BD-17 6172,BD-17 6172 A,K (Yellow-Orange) Star,K7
BD-11 5484,BD-11 5484 A,K (Yellow-Orange giant) Star,K2
Wulwula,Wulwula A,K (Yellow-Orange) Star,K2
Zamyruaymir,Zamyruaymir A,K (Yellow-Orange) Star,K0
